SPECIES	OBSERVED	GAM	See5	SGB
PICO	0	0.001153976	0.09	0.009291839
PICO	0	1.00E-04	1.00E-04	0.00684218
PICO	0	1.00E-04	1.00E-04	0.004961878
PICO	0	1.00E-04	1.00E-04	0.00463736
PICO	0	1.00E-04	1.00E-04	0.004877213
PICO	0	1.00E-04	1.00E-04	0.00497142
PICO	0	1.00E-04	1.00E-04	0.006254062
PICO	0	1.00E-04	1.00E-04	0.00579382
PICO	0	0.001687051	1.00E-04	0.004824348
PICO	0	1.00E-04	1.00E-04	0.004726462
PICO	0	1.00E-04	1.00E-04	0.004899483
PICO	0	1.00E-04	1.00E-04	0.005791658
PICO	0	1.00E-04	1.00E-04	0.004722538
PICO	0	1.00E-04	1.00E-04	0.006386073
PICO	0	0.000145982	0.29	0.027184688
PICO	0	0.00076059	0.08	0.016386953
PICO	0	1.00E-04	1.00E-04	0.007883228
PICO	0	1.00E-04	1.00E-04	0.009314797
PICO	1	0.802618422	0.28	0.206378987
PICO	0	0.023804376	0.64	0.357332337
PICO	0	1.00E-04	0.18	0.018224002
PICO	0	0.004879607	0.2	0.036050475
PICO	0	1.00E-04	1.00E-04	0.010574097
PICO	0	0.001496222	1.00E-04	0.039529649
PICO	0	1.00E-04	0.16	0.011529169
PICO	0	1.00E-04	1.00E-04	0.007941693
PICO	0	1.00E-04	1.00E-04	0.008344761
PICO	0	1.00E-04	1.00E-04	0.015120761
PICO	0	1.00E-04	1.00E-04	0.006504537
PICO	0	1.00E-04	1.00E-04	0.008127264
PICO	0	1.00E-04	1.00E-04	0.008082499
PICO	0	1.00E-04	1.00E-04	0.009502173
PICO	0	1.00E-04	1.00E-04	0.012845264
PICO	0	0.986659447	0.74	0.927336021
PICO	0	1.00E-04	1.00E-04	0.005804869
PICO	0	1.00E-04	1.00E-04	0.010635901
PICO	0	1.00E-04	0.07	0.009314537
PICO	0	1.00E-04	1.00E-04	0.015295375
PICO	0	0.107508667	0.08	0.019218636
PICO	0	1.00E-04	1.00E-04	0.008944321
PICO	0	0.010818569	1.00E-04	0.010107803
PICO	0	0.739373921	0.09	0.022969905
PICO	0	1.00E-04	1.00E-04	0.00692309
PICO	0	1.00E-04	1.00E-04	0.007799565
PICO	0	1.00E-04	1.00E-04	0.007977449
PICO	0	1.00E-04	1.00E-04	0.007028241
PICO	0	1.00E-04	1.00E-04	0.012538257
PICO	0	1.00E-04	1.00E-04	0.011157577
PICO	0	1.00E-04	1.00E-04	0.007948624
PICO	0	0.011834101	0.08	0.01876522
PICO	0	1.00E-04	1.00E-04	0.010566413
PICO	0	0.285741944	0.08	0.065488525
PICO	0	0.000571308	0.09	0.056786334
PICO	0	0.00350919	1.00E-04	0.025378556
PICO	0	0.020217355	0.56	0.070156828
PICO	1	0.90697026	0.08	0.065958125
PICO	0	1.00E-04	1.00E-04	0.029168848
PICO	1	0.505326304	0.29	0.208580272
PICO	0	1.00E-04	1.00E-04	0.013167149
PICO	0	0.183683865	0.3	0.2202973
PICO	0	1.00E-04	1.00E-04	0.017434616
PICO	0	0.001052732	0.08	0.043541883
PICO	0	0.306954119	0.29	0.058034917
PICO	1	0.279357846	0.28	0.109803815
PICO	0	0.025849498	0.19	0.049984425
PICO	0	0.002072384	0.2	0.034395821
PICO	0	0.621907725	0.38	0.033735411
PICO	0	1.00E-04	1.00E-04	0.009184057
PICO	0	0.001455048	1.00E-04	0.009835297
PICO	0	1.00E-04	1.00E-04	0.006652038
PICO	0	0.00021979	1.00E-04	0.022659314
PICO	0	1.00E-04	0.09	0.010336106
PICO	0	1.00E-04	1.00E-04	0.011035835
PICO	0	1.00E-04	1.00E-04	0.014744839
PICO	0	1.00E-04	1.00E-04	0.00761099
PICO	1	0.999733185	0.9	0.954292074
PICO	1	0.981455959	0.91	0.848976314
PICO	1	0.9552496	0.65	0.939313826
PICO	0	0.999686229	0.43	0.266811688
PICO	1	0.184913381	0.52	0.490185523
PICO	0	0.001991204	1.00E-04	0.088757258
PICO	0	0.838369479	0.81	0.544491101
PICO	1	0.914887813	0.74	0.689393183
PICO	1	0.999478413	1	0.941769964
PICO	0	0.012642014	0.17	0.169345021
PICO	1	0.764250207	0.61	0.633037744
PICO	1	0.45269537	0.81	0.514767473
PICO	0	0.078226016	0.31	0.097018352
PICO	1	0.236476031	0.55	0.364912414
PICO	1	0.967778346	0.77	0.850405497
PICO	0	0.841517217	0.92	0.878365275
PICO	1	0.947957327	0.73	0.726039061
PICO	1	0.98529625	0.89	0.927582228
PICO	1	0.998745991	0.69	0.955224128
PICO	1	0.55698014	0.47	0.410253797
PICO	0	0.019174567	1.00E-04	0.022015468
PICO	0	1.00E-04	1.00E-04	0.019053073
PICO	1	0.005509739	0.19	0.094237249
PICO	0	0.989899111	0.63	0.662139386
PICO	1	0.976739581	0.74	0.900964152
PICO	0	0.911518994	0.62	0.736322988
PICO	1	0.896443908	0.73	0.382925556
PICO	1	0.999168906	1	0.943811116
PICO	0	0.022774883	0.6	0.389659947
PICO	1	0.935935533	0.71	0.799329969
PICO	0	1.00E-04	1.00E-04	0.016185392
PICO	0	1.00E-04	1.00E-04	0.014368097
PICO	0	0.000620021	1.00E-04	0.019559151
PICO	1	0.992010865	0.79	0.871237297
PICO	0	0.966625532	0.5	0.256070805
PICO	0	0.000185305	0.53	0.2671577
PICO	0	1.00E-04	1.00E-04	0.01958103
PICO	0	0.079544967	0.26	0.057844344
PICO	0	1.00E-04	0.06	0.016152831
PICO	0	0.001206346	0.37	0.096477451
PICO	0	0.023454097	0.82	0.591401553
PICO	0	1.00E-04	1.00E-04	0.014561451
PICO	0	1.00E-04	1.00E-04	0.016605745
PICO	0	1.00E-04	1.00E-04	0.004683825
PICO	0	1.00E-04	1.00E-04	0.004607633
PICO	0	1.00E-04	1.00E-04	0.004723085
PICO	0	0.000543896	0.07	0.004845651
PICO	0	1.00E-04	1.00E-04	0.008036905
PICO	0	0.000326355	0.09	0.016990914
PICO	0	0.021620658	0.49	0.036789709
PICO	0	1.00E-04	1.00E-04	0.004619606
PICO	0	1.00E-04	1.00E-04	0.006038687
PICO	0	1.00E-04	0.18	0.012135127
PICO	0	1.00E-04	0.19	0.012597746
PICO	0	0.000358298	1.00E-04	0.007561995
PICO	0	0.002998774	0.18	0.021306986
PICO	0	1.00E-04	1.00E-04	0.010082762
PICO	0	1.00E-04	1.00E-04	0.00754501
PICO	0	1.00E-04	1.00E-04	0.004908372
PICO	0	1.00E-04	1.00E-04	0.005974308
PICO	0	1.00E-04	1.00E-04	0.005069281
PICO	0	1.00E-04	1.00E-04	0.00467752
PICO	0	1.00E-04	1.00E-04	0.00466242
PICO	0	0.005975707	1.00E-04	0.006677051
PICO	0	1.00E-04	1.00E-04	0.005974529
PICO	0	1.00E-04	1.00E-04	0.004606228
PICO	0	1.00E-04	1.00E-04	0.004628687
PICO	0	1.00E-04	1.00E-04	0.006336569
PICO	0	1.00E-04	1.00E-04	0.004579363
PICO	0	1.00E-04	1.00E-04	0.008927128
PICO	0	1.00E-04	1.00E-04	0.004886798
PICO	0	1.00E-04	1.00E-04	0.004928677
PICO	0	1.00E-04	1.00E-04	0.004837435
PICO	0	1.00E-04	1.00E-04	0.010151784
PICO	0	1.00E-04	1.00E-04	0.006998609
PICO	0	1.00E-04	1.00E-04	0.004746683
PICO	0	1.00E-04	1.00E-04	0.004866433
PICO	0	1.00E-04	1.00E-04	0.008683227
PICO	0	1.00E-04	1.00E-04	0.005145664
PICO	0	1.00E-04	1.00E-04	0.004990477
PICO	0	1.00E-04	1.00E-04	0.004729014
PICO	0	1.00E-04	1.00E-04	0.00668331
PICO	0	1.00E-04	1.00E-04	0.006059689
PICO	0	1.00E-04	1.00E-04	0.007571549
PICO	0	1.00E-04	1.00E-04	0.004717786
PICO	0	1.00E-04	1.00E-04	0.005772596
PICO	0	1.00E-04	1.00E-04	0.007349007
PICO	0	1.00E-04	1.00E-04	0.006408233
PICO	0	1.00E-04	1.00E-04	0.004889652
PICO	0	1.00E-04	1.00E-04	0.004584405
PICO	0	1.00E-04	1.00E-04	0.005491922
PICO	0	1.00E-04	1.00E-04	0.007288679
PICO	0	1.00E-04	1.00E-04	0.005352245
PICO	0	1.00E-04	1.00E-04	0.005483795
PICO	0	1.00E-04	1.00E-04	0.005607155
PICO	0	1.00E-04	1.00E-04	0.005315585
PICO	0	1.00E-04	1.00E-04	0.004684652
PICO	0	1.00E-04	1.00E-04	0.004613871
PICO	0	1.00E-04	1.00E-04	0.004636241
PICO	0	1.00E-04	1.00E-04	0.00495301
PICO	0	1.00E-04	1.00E-04	0.004601236
PICO	0	1.00E-04	1.00E-04	0.00464894
PICO	0	1.00E-04	1.00E-04	0.004661931
PICO	0	1.00E-04	1.00E-04	0.00496489
PICO	0	1.00E-04	1.00E-04	0.004833869
PICO	0	1.00E-04	1.00E-04	0.006767552
PICO	0	1.00E-04	1.00E-04	0.004902442
PICO	0	1.00E-04	1.00E-04	0.006641419
PICO	0	1.00E-04	1.00E-04	0.005854667
PICO	0	1.00E-04	1.00E-04	0.004926731
PICO	0	1.00E-04	1.00E-04	0.00458979
PIED	1	0.915469873	0.72	0.597728033
PIED	1	0.802699737	0.9	0.668277886
PIED	1	0.990549468	0.74	0.840577073
PIED	0	0.322020859	0.41	0.477701568
PIED	0	0.008257162	0.28	0.057255505
PIED	1	1.00E-04	0.61	0.538944301
PIED	0	0.221009357	0.52	0.364726461
PIED	1	0.879324915	0.75	0.728321812
PIED	1	0.72069843	0.19	0.329936239
PIED	0	1.00E-04	1.00E-04	0.015093038
PIED	1	0.897123337	0.63	0.868497627
PIED	1	0.977729776	0.92	0.908484184
PIED	0	0.258254784	0.5	0.312811891
PIED	1	0.877503686	0.52	0.84447827
PIED	1	0.896017191	0.09	0.163952701
PIED	1	0.19507667	1.00E-04	0.055901975
PIED	1	0.285628182	0.82	0.568445516
PIED	1	0.942505261	0.92	0.886962004
PIED	1	0.940714387	0.91	0.854016353
PIED	0	0.051796144	0.3	0.151801263
PIED	0	0.013091222	0.39	0.082970394
PIED	1	0.832200535	0.64	0.602934437
PIED	1	0.551063611	0.18	0.159319806
PIED	0	0.06547982	1.00E-04	0.063254606
PIED	0	0.000814633	1.00E-04	0.015534343
PIED	0	1.00E-04	1.00E-04	0.030731291
PIED	0	0.11046816	0.09	0.070103614
PIED	0	1.00E-04	1.00E-04	0.015913423
PIED	0	0.08322932	0.31	0.067128873
PIED	1	0.197733569	0.51	0.359685894
PIED	0	0.005163958	0.17	0.061096394
PIED	1	0.948776652	0.82	0.803181723
PIED	1	0.165921888	0.4	0.41023892
PIED	0	1.00E-04	1.00E-04	0.017739539
PIED	0	0.000579169	1.00E-04	0.023201387
PIED	1	0.615402292	0.71	0.757644891
PIED	0	0.131635083	0.1	0.254772248
PIED	1	0.02971277	0.08	0.106026019
PIED	1	0.837550188	0.92	0.631978467
PIED	0	0.009451628	1.00E-04	0.053207561
PIED	0	0.397220374	0.47	0.208371271
PIED	0	0.21289105	0.39	0.100762453
PIED	0	0.854656071	0.51	0.210670906
PIED	0	0.009787698	1.00E-04	0.03160339
PIED	1	0.397052684	1	0.538422309
PIED	0	0.94622333	0.84	0.43464537
PIED	0	0.062324138	0.38	0.045823803
PIED	0	0.429689833	0.42	0.207532603
PIED	0	0.002294188	0.08	0.027580412
PIED	0	0.000627095	1.00E-04	0.027267777
PIED	0	1.00E-04	1.00E-04	0.014319701
PIED	1	0.840898054	0.62	0.802841354
PIED	0	1.00E-04	1.00E-04	0.067363962
PIED	0	0.000535518	1.00E-04	0.015059432
PIED	1	0.943423253	1	0.910765383
PIED	1	1.00E-04	0.2	0.536512169
PIED	0	0.000305711	1.00E-04	0.020636259
PIED	0	0.16072639	0.08	0.1737072
PIED	0	0.000193338	1.00E-04	0.014095222
PIED	1	0.99292503	0.91	0.815297995
PIED	1	0.997648465	0.7	0.819866816
PIED	1	0.9095357	0.5	0.839044926
PIED	1	0.79378328	0.62	0.818053859
PIED	0	0.007920823	1.00E-04	0.041335242
PIED	1	0.966117611	0.83	0.908792877
PIED	0	0.781619129	0.92	0.723453085
PIED	0	0.975986605	0.86	0.872474399
PIED	1	0.862038427	0.8	0.868015751
PIED	1	0.000371568	1.00E-04	0.020689969
PIED	1	0.078652014	0.21	0.50156417
PIED	1	0.770367833	0.42	0.710344793
PIED	1	0.932493064	0.9	0.88955952
PIED	0	0.233284896	0.4	0.475631984
PIED	0	1.00E-04	1.00E-04	0.01369239
PIED	1	0.74524719	0.83	0.682593856
PIED	0	0.010335085	1.00E-04	0.015292667
PIED	1	0.01407414	0.1	0.024570822
PIED	0	0.35030955	0.7	0.380300409
PIED	0	0.752626585	0.75	0.585328475
PIED	0	0.691295124	0.6	0.626995426
PIED	0	0.044128479	0.27	0.104733187
PIED	0	0.038102614	1.00E-04	0.013776733
PIED	1	0.820793853	0.42	0.780291725
PIED	0	1.00E-04	1.00E-04	0.019059416
PIED	1	0.980560262	0.93	0.727402583
PIED	0	0.66201805	0.83	0.78298825
PIED	1	0.989010468	0.84	0.962608961
PIED	1	0.969521856	0.92	0.910358254
PIED	1	0.95034125	0.71	0.932208778
PIED	1	0.893586425	0.61	0.929075806
PIED	0	0.671324017	0.72	0.385601005
PIED	0	0.386968598	0.71	0.280018712
PIED	0	0.488293343	0.08	0.398923619
PIED	0	0.179197502	0.19	0.113753587
PIED	0	0.181504572	0.39	0.207402915
PIED	1	0.999015088	0.81	0.890465541
PIED	0	0.000346725	1.00E-04	0.017446837
PIED	0	1.00E-04	1.00E-04	0.016891567
PIED	1	0.97801077	0.57	0.88983998
PIED	1	0.995230645	0.84	0.86393745
PIED	1	0.99287698	0.28	0.245536384
PIED	0	0.07322748	1.00E-04	0.020209733
PIED	0	0.015444	1.00E-04	0.033734062
PIED	1	0.998768349	0.84	0.895686209
PIED	0	0.870712246	0.53	0.319796934
PIED	1	0.957486591	0.8	0.531368175
PIED	1	0.995640892	0.82	0.832609275
PIED	1	0.983112245	0.69	0.922157047
PIED	1	0.957010585	0.84	0.841190246
PIED	1	0.804439742	0.89	0.76152346
PIED	1	0.172646438	0.07	0.053521296
PIED	0	0.010869341	0.19	0.168933607
PIED	1	0.953458329	0.62	0.815330675
PIED	1	0.97874711	0.85	0.774974704
PIED	0	1.00E-04	1.00E-04	0.018034944
PIED	1	0.145049873	0.91	0.7264771
PIED	1	0.944745014	0.83	0.696873284
PIED	0	0.019596759	0.07	0.022667104
PIED	0	0.521544068	0.68	0.641891973
PIED	1	0.691586918	0.83	0.764047687
PIED	0	0.984400698	0.73	0.886608897
PIED	0	0.167429559	0.1	0.086724095
PIED	0	1.00E-04	1.00E-04	0.016605995
PIED	1	0.894748181	0.85	0.797308768
PIED	1	0.801469795	0.26	0.056126688
PIED	1	0.725001009	0.7	0.368690999
PIED	0	0.892055971	0.74	0.659894978
PIED	0	1.00E-04	1.00E-04	0.024547843
PIED	0	0.676274961	0.51	0.750691832
PIED	0	0.001531625	1.00E-04	0.013957752
PIED	0	1.00E-04	1.00E-04	0.013821975
PIED	0	1.00E-04	1.00E-04	0.016164896
PIED	0	0.000470018	1.00E-04	0.014823062
PIED	0	1.00E-04	1.00E-04	0.014328959
PIED	0	0.000280743	1.00E-04	0.014436095
PIED	0	0.002728553	1.00E-04	0.014852378
PIED	0	0.003787861	1.00E-04	0.023451201
PIED	0	0.011930083	0.19	0.032521371
PIED	0	0.767844732	0.72	0.732573712
PIED	0	0.056501295	1.00E-04	0.069100939
PIED	0	0.406282054	0.31	0.786283642
PIED	1	0.480707482	0.4	0.048090932
PIED	1	0.068971033	0.19	0.092496374
PIED	1	0.725702295	0.73	0.841707923
PIED	0	1.00E-04	1.00E-04	0.016942149
PIED	1	0.486506848	0.82	0.815219083
PIED	0	0.43651306	0.83	0.621418649
PIED	1	0.554635054	0.82	0.891585264
PIED	0	0.013094428	0.89	0.378212133
PIED	0	0.044604993	0.8	0.612602473
PIED	0	0.959097304	0.83	0.848916223
PIED	0	0.97466663	0.32	0.65499459
PIED	0	0.97267174	0.74	0.813781433
PIED	0	0.718813973	0.64	0.758906787
PIED	0	0.98891048	0.71	0.839996905
PIED	0	1.00E-04	1.00E-04	0.014698676
PIED	0	0.074097216	1.00E-04	0.039791501
PIED	0	0.014696204	1.00E-04	0.035807064
PIED	0	0.002825556	1.00E-04	0.019434329
PIED	0	1.00E-04	1.00E-04	0.015956067
PIED	0	0.128348862	1.00E-04	0.025889585
PIED	0	1.00E-04	1.00E-04	0.014982987
PIED	0	1.00E-04	1.00E-04	0.019915683
PIED	0	0.000760719	0.18	0.200330247
PIED	1	0.999974914	0.73	0.854864457
PIED	1	0.131505257	0.91	0.711664742
PIED	1	0.977223407	0.82	0.849528743
PIED	1	0.989593702	0.82	0.924014852
PIED	0	0.019884097	1.00E-04	0.081424966
PIED	1	0.962136833	0.82	0.901832956
PIED	0	0.729128865	0.83	0.877865596
PIED	0	1.00E-04	1.00E-04	0.013672775
PIED	1	0.828095845	0.81	0.490852504
PIED	1	0.989765349	0.93	0.894838939
PIED	1	0.91747961	0.89	0.872706412
PIED	0	0.027993536	1.00E-04	0.023652353
PIED	1	0.056227488	1.00E-04	0.021907447
PIED	0	0.000957649	0.19	0.043721272
PIED	0	0.0015121	1.00E-04	0.014386767
PIED	0	0.000176669	1.00E-04	0.013988257
PIED	0	0.034205887	0.37	0.059673367
PIED	0	1.00E-04	1.00E-04	0.014959308
PIED	0	1.00E-04	1.00E-04	0.014828786
PIED	0	1.00E-04	1.00E-04	0.018437667
PIED	0	1.00E-04	1.00E-04	0.013630451
PIED	0	1.00E-04	1.00E-04	0.016097714
PIED	0	1.00E-04	1.00E-04	0.016192948
PIED	0	1.00E-04	1.00E-04	0.03374984
PIED	0	1.00E-04	1.00E-04	0.020813061
PIED	0	1.00E-04	1.00E-04	0.014020035
PIED	0	1.00E-04	1.00E-04	0.034766718
PIED	0	1.00E-04	1.00E-04	0.013712883
PIED	0	1.00E-04	1.00E-04	0.013800885
PIED	0	1.00E-04	1.00E-04	0.031349571
PIED	0	1.00E-04	1.00E-04	0.013630959
PIED	0	1.00E-04	1.00E-04	0.016526188
PIED	0	1.00E-04	1.00E-04	0.014823716
PIED	0	1.00E-04	1.00E-04	0.013833942
PIED	0	1.00E-04	1.00E-04	0.013314316
PIED	0	1.00E-04	1.00E-04	0.013643103
PIED	0	0.000776858	1.00E-04	0.013730536
PIED	1	0.186320294	1.00E-04	0.075047989
PIED	0	0.000230723	1.00E-04	0.01471878
PIED	0	0.01386634	1.00E-04	0.016845142
PIED	0	0.016892985	1.00E-04	0.017376478
PIED	0	0.004017125	1.00E-04	0.01629687
PIED	0	1.00E-04	1.00E-04	0.022830378
PIED	0	0.005904918	0.1	0.02101595
PIED	0	1.00E-04	1.00E-04	0.014146736
PIED	0	0.00582791	1.00E-04	0.014985825
PIED	0	1.00E-04	1.00E-04	0.015975681
PIED	0	0.007266061	0.2	0.158425462
PIED	0	0.011430872	1.00E-04	0.016611874
PIED	0	0.000328242	1.00E-04	0.014715455
PIED	0	1.00E-04	1.00E-04	0.013764533
PIED	0	0.110508247	0.09	0.044662627
PIED	0	0.060219667	0.09	0.077498869
PIED	0	1.00E-04	1.00E-04	0.015501158
PIED	0	0.000268164	1.00E-04	0.025450797
PIED	0	1.00E-04	1.00E-04	0.056196945
PIED	0	1.00E-04	1.00E-04	0.014672545
PIED	0	1.00E-04	1.00E-04	0.013785886
PIED	0	0.010647138	0.09	0.062756001
PIED	0	1.00E-04	1.00E-04	0.014763458
PIED	0	0.000132975	1.00E-04	0.01422649
PIED	0	0.000162083	1.00E-04	0.013959186
PIED	0	0.002297998	1.00E-04	0.014038091
PIED	0	1.00E-04	1.00E-04	0.014718746
PIED	0	1.00E-04	1.00E-04	0.014194166
PIED	0	0.001566948	1.00E-04	0.016277111
PIED	0	0.256771061	0.7	0.418591354
PIED	0	0.001468571	1.00E-04	0.013818654
PIED	0	1.00E-04	1.00E-04	0.015139254
PIED	0	1.00E-04	1.00E-04	0.013383935
PIED	0	1.00E-04	1.00E-04	0.014594225
PIED	0	0.000363786	1.00E-04	0.017452067
PIED	0	1.00E-04	1.00E-04	0.015568341
PIED	0	1.00E-04	1.00E-04	0.01414889
PIED	0	1.00E-04	1.00E-04	0.014898831
PIED	0	1.00E-04	1.00E-04	0.014194405
PIED	0	1.00E-04	1.00E-04	0.013923701
PIED	0	1.00E-04	1.00E-04	0.013797917
PIED	0	1.00E-04	1.00E-04	0.01447149
PIED	0	1.00E-04	1.00E-04	0.01500402
PIED	0	1.00E-04	1.00E-04	0.016660449
PIED	0	1.00E-04	1.00E-04	0.014022754
PIED	0	1.00E-04	1.00E-04	0.014510062
PIED	0	0.00032759	0.3	0.103525423
PIED	0	0.001311804	1.00E-04	0.01961061
PIED	0	1.00E-04	1.00E-04	0.017320455
PIED	0	0.000951883	0.21	0.11687319
PIED	0	1.00E-04	1.00E-04	0.01520336
PIED	0	1.00E-04	1.00E-04	0.016057569
PIED	0	1.00E-04	1.00E-04	0.018040353
PIED	0	1.00E-04	1.00E-04	0.015737703
PIED	0	1.00E-04	0.4	0.090404495
PIED	0	1.00E-04	1.00E-04	0.01425596
PIED	0	1.00E-04	1.00E-04	0.016454544
PIED	0	1.00E-04	1.00E-04	0.020552832
PIED	0	1.00E-04	1.00E-04	0.018630824
PIED	0	1.00E-04	1.00E-04	0.016372438
PIED	0	1.00E-04	0.07	0.020213936
PIED	0	1.00E-04	1.00E-04	0.014193019
PIED	0	1.00E-04	0.09	0.017997646
PIED	0	1.00E-04	1.00E-04	0.016378109
PIED	0	1.00E-04	1.00E-04	0.013843571
PIED	0	1.00E-04	1.00E-04	0.019992946
PIED	0	1.00E-04	1.00E-04	0.014787747
PIED	0	0.000610666	1.00E-04	0.014941901
PIED	0	1.00E-04	1.00E-04	0.023108945
PIED	0	1.00E-04	1.00E-04	0.014646916
PIED	0	1.00E-04	1.00E-04	0.017512988
PIED	0	1.00E-04	1.00E-04	0.014976905
PIED	0	1.00E-04	1.00E-04	0.012908042
PIED	0	0.000165894	1.00E-04	0.01741631
PIED	0	1.00E-04	1.00E-04	0.013460015
PIED	0	1.00E-04	1.00E-04	0.015149732
PIED	0	1.00E-04	1.00E-04	0.015131713
PIED	0	1.00E-04	1.00E-04	0.026777459
PIED	0	1.00E-04	1.00E-04	0.032126381
PIED	0	1.00E-04	1.00E-04	0.032208048
PIED	0	0.000581754	1.00E-04	0.016575484
PIED	0	1.00E-04	1.00E-04	0.015914072
PIED	0	1.00E-04	1.00E-04	0.015870573
PIED	0	1.00E-04	1.00E-04	0.056075394
PIED	0	0.000100852	1.00E-04	0.019341272
PIED	0	1.00E-04	1.00E-04	0.016940966
PIED	0	0.000172316	1.00E-04	0.043384791
PIED	0	1.00E-04	1.00E-04	0.024486874
PIED	0	1.00E-04	1.00E-04	0.014351485
PIED	0	1.00E-04	1.00E-04	0.015381247
PIED	0	1.00E-04	1.00E-04	0.018097182
PIED	0	1.00E-04	1.00E-04	0.013616942
PIED	0	1.00E-04	1.00E-04	0.013618294
PIED	0	1.00E-04	1.00E-04	0.013851379
PIED	0	1.00E-04	1.00E-04	0.016455633
PIED	0	1.00E-04	1.00E-04	0.013774073
PIED	0	1.00E-04	1.00E-04	0.016295194
PIED	0	1.00E-04	1.00E-04	0.016232642
PIED	0	1.00E-04	1.00E-04	0.01368149
PIED	0	0.001280522	1.00E-04	0.014046376
PIED	0	1.00E-04	1.00E-04	0.023148135
PIED	0	1.00E-04	0.09	0.014095778
PIED	0	0.000782868	0.08	0.021166263
PIED	0	0.00746451	1.00E-04	0.015438503
PIED	1	0.878666742	0.6	0.680560255
PIED	0	0.952547714	0.62	0.765726336
PIED	1	0.761205289	0.61	0.661615518
PIED	0	0.000893974	1.00E-04	0.013670923
PIED	0	1.00E-04	1.00E-04	0.021885355
PIED	0	1.00E-04	1.00E-04	0.032677818
PIED	0	1.00E-04	1.00E-04	0.013982279
PIED	0	1.00E-04	1.00E-04	0.013845045
PIED	0	1.00E-04	1.00E-04	0.018226013
PIED	0	1.00E-04	1.00E-04	0.018818801
PIED	0	1.00E-04	1.00E-04	0.013433716
PIED	1	0.865374006	0.81	0.82421442
PIED	0	0.95548851	0.81	0.780495047
PIED	0	0.005091554	1.00E-04	0.016364739
PIED	0	0.003246038	1.00E-04	0.015239279
PIED	0	0.080318128	1.00E-04	0.020667538
PIED	0	0.005468744	1.00E-04	0.017199805
PIED	1	0.98843985	0.74	0.923235373
PIED	1	0.249234712	0.2	0.111666549
PIED	0	1.00E-04	1.00E-04	0.014598136
PIED	0	0.039288685	1.00E-04	0.018484224
PIED	0	1.00E-04	1.00E-04	0.013754425
PIED	0	0.000132318	1.00E-04	0.016056141
PIED	0	0.000916107	1.00E-04	0.052956157
PIED	1	0.922070912	0.73	0.858780658
PIED	0	0.199049265	1.00E-04	0.01476023
PIED	1	0.98000773	0.82	0.872546551
PIED	1	0.873507138	0.82	0.894894721
PIED	0	0.000706778	1.00E-04	0.01436333
PIED	0	1.00E-04	1.00E-04	0.018239246
PIED	0	0.000358208	1.00E-04	0.014095581
PIED	0	0.010391071	1.00E-04	0.021716616
PIED	0	1.00E-04	1.00E-04	0.015408158
PIED	0	1.00E-04	1.00E-04	0.014212789
PIED	0	0.000193415	1.00E-04	0.018782389
PIED	0	0.126944112	1.00E-04	0.022868181
PIED	0	0.000712282	1.00E-04	0.014546017
PIED	0	0.000415173	1.00E-04	0.014101808
PIED	1	0.369286236	0.2	0.529667091
PIED	0	1.00E-04	1.00E-04	0.014183791
PIED	0	0.000121789	1.00E-04	0.013909945
PIED	0	0.000489659	1.00E-04	0.014530378
PIED	0	0.015671018	1.00E-04	0.016193545
PIED	0	1.00E-04	1.00E-04	0.018500697
PIED	0	0.007025757	1.00E-04	0.034009989
PIED	0	0.118638633	0.29	0.176512601
PIED	0	0.015978284	0.08	0.045182243
PIED	0	1.00E-04	1.00E-04	0.014124112
PIED	0	0.483438646	0.63	0.443006971
PIED	0	1.00E-04	1.00E-04	0.014127762
PIED	0	0.000470294	1.00E-04	0.014686955
PIED	0	0.000727801	1.00E-04	0.023942396
PIED	0	0.000424888	1.00E-04	0.07715934
PIED	1	1.00E-04	0.72	0.402455041
PIED	0	0.039238296	0.08	0.081819954
PIED	0	1.00E-04	1.00E-04	0.014341356
PIED	0	1.00E-04	1.00E-04	0.014426234
PIED	0	1.00E-04	1.00E-04	0.014298716
PIED	0	1.00E-04	1.00E-04	0.01460659
PIED	1	0.979714757	0.74	0.783823281
PIED	0	1.00E-04	1.00E-04	0.021430136
PIED	0	1.00E-04	1.00E-04	0.021090044
PIED	1	0.922822198	0.27	0.137726275
PIED	0	0.003179101	1.00E-04	0.112089255
PIED	0	1.00E-04	1.00E-04	0.014392575
PIED	0	0.001779152	1.00E-04	0.036656514
PIED	0	0.022779124	0.09	0.121492934
PIED	0	0.152849102	0.6	0.579432033
PIED	0	1.00E-04	1.00E-04	0.015515789
PIED	0	1.00E-04	1.00E-04	0.014050931
PIED	1	0.97437888	0.7	0.828972793
PIED	0	0.263677717	0.22	0.149822023
PIED	0	0.009412836	1.00E-04	0.017290026
PIED	1	0.693796748	0.19	0.055665731
PIED	0	0.013001975	0.09	0.069946464
PIED	0	0.062054953	0.72	0.445018314
PIED	0	0.001618606	1.00E-04	0.015091532
PIED	0	0.00082917	1.00E-04	0.016199343
PIED	0	1.00E-04	1.00E-04	0.015913957
PIED	0	0.007690397	1.00E-04	0.024900654
PIED	0	0.0388847	0.29	0.204289479
PIEN	0	0.017306016	1.00E-04	0.019186166
PIEN	0	0.02143626	1.00E-04	0.026296889
PIEN	0	1.00E-04	1.00E-04	0.029314213
PIEN	0	0.003682693	1.00E-04	0.021348884
